Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Prior_purchases,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
D,Ship,4,3,4,13,1583,1
C,Road,6,3,4,3,4143,0
B,Ship,5,3,4,1,5743,0
A,Ship,4,4,3,5,5090,1
D,Ship,6,3,5,41,2491,1
C,Road,3,2,2,7,5988,1
F,Ship,4,1,3,21,3585,1
C,Ship,5,5,4,9,1989,0
D,Ship,4,4,3,7,5720,0
C,Road,6,2,2,1,4053,0
F,Flight,4,5,5,3,1162,0
B,Ship,3,5,3,4,4248,0
B,Ship,3,1,5,45,2224,1
F,Road,5,5,3,37,2197,1
D,Road,6,5,4,2,1893,1
A,Ship,5,2,3,5,4325,1
F,Flight,5,3,5,44,1269,1
D,Road,5,3,6,1,1856,0
F,Ship,5,1,4,6,5258,1
B,Ship,3,3,3,5,4321,0
C,Ship,4,5,2,33,2170,1
F,Road,3,3,3,4,3114,1
A,Ship,3,1,3,4,4997,1
B,Ship,3,5,3,7,4764,0
C,Flight,5,4,2,3,5925,0
D,Ship,6,2,4,10,1580,0
B,Flight,3,1,3,9,2616,1
D,Ship,4,5,2,6,4994,0
A,Ship,4,2,3,3,5549,1
F,Ship,6,3,4,6,1654,1
B,Ship,5,2,6,5,5339,1
C,Ship,6,3,4,9,1800,0
A,Ship,3,4,2,62,2935,1
F,Ship,2,5,6,62,2750,1
A,Ship,5,3,3,10,4198,0
C,Ship,6,2,4,4,1555,0
D,Ship,4,5,2,7,4559,0
B,Ship,4,1,2,15,1836,1
A,Ship,4,3,2,6,4005,0
B,Ship,3,2,4,1,5831,1
D,Ship,6,1,4,6,1735,1
F,Ship,4,3,3,9,4840,1
B,Ship,3,5,2,2,4629,1
B,Ship,5,4,6,2,4541,0
A,Ship,3,1,2,4,5262,0
D,Flight,6,4,4,5,1989,0
F,Ship,4,3,3,11,2624,1
A,Ship,4,5,3,4,1363,1
B,Ship,4,5,4,3,5145,0
B,Ship,4,1,3,10,5381,0
F,Road,4,5,6,7,4709,0
F,Flight,5,3,5,6,1082,0
F,Flight,5,5,2,5,4585,1
A,Flight,3,1,2,4,4387,1
F,Ship,3,2,3,2,5739,0
F,Ship,4,4,2,6,5116,0
C,Road,4,3,4,7,4460,0
B,Ship,4,4,2,63,1474,1
D,Ship,4,3,2,9,4145,0
C,Flight,3,1,2,7,5560,0
C,Ship,3,4,2,2,4998,0
F,Flight,5,1,7,9,5558,0
A,Ship,3,5,2,27,3624,1
D,Ship,5,2,5,7,5515,0
F,Flight,2,4,2,5,5335,1
C,Ship,6,5,4,8,5351,0
F,Ship,4,5,5,3,1817,0
B,Ship,4,1,3,47,1308,1
A,Ship,4,4,3,9,4500,0
C,Ship,5,5,2,18,1066,1
D,Flight,3,1,4,33,3561,1
D,Ship,4,2,3,1,3133,1
F,Ship,4,4,2,41,1634,1
F,Ship,7,4,5,4,1373,0
D,Ship,4,3,3,45,3714,1
F,Flight,4,1,4,2,4091,1
C,Road,4,4,3,48,1943,1
F,Ship,3,3,2,2,5078,0
B,Road,5,3,5,1,5581,0
A,Ship,4,5,4,35,3215,1
D,Ship,4,1,2,1,5917,1
F,Road,3,2,2,3,4666,0
A,Ship,5,5,4,8,5714,0
C,Ship,3,2,2,9,5203,0
F,Road,4,1,3,57,1379,1
F,Ship,3,5,6,6,5713,0
F,Ship,3,5,3,4,4132,0
A,Ship,4,5,3,5,4515,0
F,Ship,3,3,3,2,5629,1
D,Ship,5,2,4,5,5623,1
B,Ship,3,5,4,2,5829,1
F,Flight,5,4,5,6,3592,1
A,Ship,4,1,3,24,1066,1
D,Ship,3,3,4,2,5282,0
D,Ship,5,1,4,4,4855,1
C,Ship,3,4,3,4,4051,0
A,Ship,4,5,4,5,4643,0
C,Ship,4,4,6,1,4584,0
B,Road,4,5,3,41,3101,1
F,Ship,5,1,4,6,4852,0
C,Ship,3,1,6,2,1323,1
F,Ship,5,2,3,15,2153,1
F,Road,3,4,3,3,5163,1
B,Flight,3,2,3,2,4152,1
F,Ship,5,1,7,50,3837,1
F,Ship,4,2,3,30,1076,1
F,Ship,6,1,4,8,1378,0
D,Ship,4,2,5,6,4618,0
B,Flight,3,3,3,23,1897,1
F,Ship,3,4,2,1,5844,0
A,Road,3,2,3,9,5224,1
D,Ship,4,3,3,5,1502,1
A,Ship,3,4,3,52,1587,1
B,Ship,3,4,2,8,3883,1
A,Ship,3,2,6,62,1162,1
F,Ship,3,2,3,3,4181,0
A,Road,4,4,2,6,5892,0
B,Ship,2,4,3,4,5782,1
A,Ship,3,2,5,6,5692,0
D,Road,3,2,3,61,2188,1
B,Road,4,3,2,8,4331,0
D,Road,4,2,3,1,5114,0
B,Ship,3,3,3,8,2334,1
C,Ship,5,5,3,9,4319,1
F,Ship,5,3,5,4,1433,0
B,Road,4,1,5,3,1913,0
C,Flight,5,5,6,2,4860,0
B,Road,5,4,5,4,1320,0
F,Ship,5,4,3,34,2627,1
B,Ship,5,5,5,4,1758,0
F,Ship,4,4,2,3,4306,1
D,Ship,6,4,4,8,1301,1
D,Road,4,5,3,4,4632,0
A,Ship,4,2,5,4,1633,1
A,Road,4,5,4,5,5735,1
A,Flight,2,5,2,38,3708,1
F,Ship,3,3,8,10,4842,0
C,Ship,5,2,10,9,4784,1
A,Road,4,5,3,31,1170,1
F,Ship,6,1,4,1,1581,0
D,Ship,5,2,7,7,5204,0
F,Ship,4,2,2,35,3583,1
F,Road,7,5,4,8,1686,1
C,Ship,3,4,3,4,1519,1
F,Flight,5,3,2,5,4764,1
B,Ship,4,4,6,8,1145,1
D,Road,5,3,3,6,4934,1
F,Road,3,3,3,19,2167,1
F,Ship,5,5,2,3,5249,0
F,Road,4,5,4,48,2767,1
F,Road,6,4,4,10,1422,0
D,Ship,7,5,5,5,1932,1
B,Flight,4,2,3,30,3423,1
A,Ship,4,4,2,9,5095,0
A,Ship,7,3,4,10,1610,1
F,Road,4,3,3,23,2996,1
F,Flight,2,2,3,1,5154,0
D,Ship,6,4,4,4,1192,1
F,Ship,4,1,2,3,1966,0
A,Flight,6,2,5,2,1494,0
A,Road,6,3,2,7,5007,0
D,Ship,4,1,4,9,4471,1
C,Ship,3,4,2,2,4504,0
D,Ship,2,4,8,10,4183,0
C,Ship,3,1,2,2,4163,0
B,Ship,4,4,3,13,2080,1
B,Ship,5,2,3,4,5363,1
B,Road,4,3,3,2,5358,0
F,Flight,2,5,4,5,5866,0
F,Road,4,2,5,28,1247,1
C,Flight,5,3,2,3,4456,0
F,Road,2,2,3,9,4613,0
B,Ship,2,3,3,10,4183,1
F,Ship,4,3,3,52,1891,1
F,Ship,4,4,2,7,4320,0
C,Ship,6,3,5,1,1980,0
F,Ship,6,4,10,42,2972,1
B,Ship,5,2,3,7,5695,1
A,Ship,4,3,2,18,3461,1
F,Ship,4,4,3,9,5515,0
B,Ship,4,4,3,22,1735,1
D,Ship,5,3,2,3,5113,0
C,Ship,3,2,4,4,4410,1
F,Flight,4,1,3,3,4179,0
F,Ship,6,2,5,5,1818,1
A,Ship,3,3,3,1,5896,1
A,Road,5,1,5,9,1767,0
C,Ship,2,2,3,51,2380,1
C,Road,3,1,2,3,5818,0
F,Ship,3,3,3,9,5082,0
F,Ship,4,2,3,8,5198,0
C,Ship,6,2,4,9,1220,0
B,Ship,4,3,2,2,5210,0
F,Ship,4,5,3,1,4049,1
F,Flight,4,3,3,57,1911,1
D,Ship,5,5,4,3,4242,0
A,Flight,7,1,4,4,1647,0
A,Ship,4,4,3,1,5676,1
D,Ship,3,2,10,14,1375,1
C,Road,4,2,3,10,4309,1
F,Flight,4,2,3,40,1021,1
C,Ship,7,3,4,3,1037,1
C,Ship,6,3,4,8,1925,0
F,Ship,6,2,4,3,1959,0
F,Ship,3,1,2,37,3517,1
F,Ship,3,5,2,10,5187,0
F,Ship,5,3,3,9,5258,1
F,Flight,4,5,2,7,4068,0
B,Road,5,1,4,10,5931,0
D,Ship,4,4,4,35,1210,1
F,Ship,3,4,3,10,4839,0
B,Flight,4,3,2,43,2200,1
D,Flight,3,1,2,31,3191,1
D,Ship,4,2,3,3,4644,0
C,Ship,4,5,6,9,5498,1
F,Ship,5,3,6,1,4930,1
B,Flight,3,2,10,2,5455,0
F,Ship,3,3,3,1,4180,1
F,Flight,4,5,5,6,1662,0
C,Ship,4,2,2,6,5543,0
B,Ship,4,4,2,5,5216,0
C,Ship,4,1,4,64,3312,1
D,Road,3,4,3,49,3225,1
F,Ship,5,1,4,5,5792,0
D,Ship,4,5,4,28,1715,1
B,Ship,4,3,3,4,5913,1
C,Flight,4,3,4,10,4933,0
A,Ship,6,3,4,9,5440,0
A,Ship,3,1,2,5,4232,0
A,Ship,3,4,2,2,5661,0
B,Ship,5,2,4,9,5804,0
A,Ship,4,4,5,7,1261,1
F,Flight,4,1,3,3,4250,1
D,Ship,4,3,5,6,4384,0
D,Road,4,2,2,4,5539,0
F,Road,3,1,2,2,5710,1
F,Ship,6,2,5,4,1281,0
D,Road,4,4,10,3,4152,1
A,Ship,3,2,6,1,5873,0
A,Ship,4,5,3,8,5416,0
D,Ship,5,1,3,7,4855,1
D,Ship,3,1,3,11,1481,1
A,Ship,5,4,5,2,5324,0
A,Road,5,3,3,7,3589,1
C,Ship,5,3,2,10,5371,1
F,Ship,4,4,3,7,4090,0
F,Ship,6,2,5,3,1696,0
A,Flight,2,5,3,6,1057,0
C,Ship,4,3,2,38,3877,1
A,Ship,4,2,5,5,1900,0
B,Flight,3,1,3,3,4811,0
B,Ship,5,2,2,1,4607,0
F,Ship,6,3,4,3,1772,1
B,Flight,4,2,7,64,3146,1
F,Road,4,1,5,6,4001,1
B,Ship,5,4,3,7,4435,1
C,Ship,3,2,3,37,1990,1
C,Ship,5,3,6,6,4203,1
F,Ship,3,1,2,6,5697,0
A,Ship,4,5,5,2,1481,0
F,Ship,3,3,2,34,1856,1
F,Ship,4,4,4,6,4607,1
C,Flight,4,2,6,10,1650,1
F,Ship,5,1,4,8,5164,0
C,Ship,6,1,5,5,4362,0
D,Ship,5,2,3,1,5242,0
C,Ship,3,2,3,21,3686,1
D,Ship,3,4,3,6,4050,0
C,Flight,4,4,3,9,4534,1
F,Ship,5,1,3,27,1905,1
F,Ship,6,5,4,2,1700,1
B,Ship,5,5,2,22,1695,1
A,Ship,4,3,5,6,4376,1
C,Ship,6,2,4,3,1355,0
A,Ship,4,3,2,5,4681,1
F,Ship,3,2,3,9,4591,1
F,Flight,4,1,2,10,5832,1
F,Ship,5,4,5,6,2000,0
D,Flight,3,3,8,3,4943,0
A,Ship,5,5,4,10,4305,1
C,Flight,6,5,4,1,1977,0
F,Ship,5,4,2,7,4734,0
F,Ship,3,1,2,47,1241,1
C,Road,4,2,10,5,4645,0
A,Ship,4,2,4,15,3632,1
F,Ship,3,3,2,8,4281,1
F,Ship,6,5,4,3,1136,0
F,Ship,4,4,5,2,1829,0
F,Flight,5,4,3,10,5675,0
C,Ship,4,5,4,3,5881,0
A,Ship,3,3,3,4,5062,1
F,Ship,5,5,3,31,2033,1
A,Ship,6,2,2,2,1744,1
F,Ship,4,3,3,3,5253,0
C,Ship,4,3,3,8,4991,0
D,Ship,3,4,3,22,3546,1
B,Ship,3,3,3,10,5337,0
C,Ship,6,1,5,57,1784,1
D,Ship,5,3,3,43,1005,1
A,Ship,5,4,3,2,5404,1
D,Ship,2,5,3,10,5211,1
A,Ship,4,1,3,9,5148,1
F,Ship,4,1,4,10,4245,0
F,Ship,3,1,6,6,5457,1
F,Ship,4,2,7,40,3111,1
A,Road,6,5,4,10,2756,1
A,Ship,4,5,4,6,4983,0
F,Flight,4,4,2,8,5645,1
F,Road,5,4,4,6,4457,0
B,Ship,6,4,3,7,5192,1
D,Ship,3,5,3,43,1282,1
C,Ship,4,2,3,34,1005,1
B,Ship,4,2,2,10,3128,1
F,Road,4,3,6,8,1123,1
C,Road,4,3,3,41,1140,1
A,Ship,4,3,2,6,4908,0
B,Ship,4,3,6,1,1235,1
D,Ship,4,3,4,10,4740,0
F,Ship,5,1,5,10,1020,0
F,Ship,3,5,2,50,2598,1
C,Road,3,2,3,15,1862,1
B,Flight,4,3,3,4,4666,0
B,Road,4,1,3,2,4326,0
B,Ship,4,4,2,3,4257,0
F,Ship,4,2,2,30,1336,1
B,Road,7,5,4,6,1135,0
A,Ship,3,3,3,4,5086,1
C,Ship,4,4,3,8,5658,1
F,Flight,3,3,3,2,5972,0
A,Ship,4,3,6,8,4525,0
F,Road,5,3,5,10,1434,1
F,Ship,6,1,3,2,5144,0
A,Flight,6,5,5,9,4060,0
F,Ship,3,2,2,7,4082,0
A,Ship,5,4,5,9,4729,1
F,Ship,5,3,5,3,1398,0
C,Ship,4,1,2,16,2504,1
D,Ship,3,5,3,9,4741,1
D,Ship,6,1,6,35,3239,1
D,Ship,4,2,2,1,4533,0
D,Ship,6,5,4,6,1929,0
B,Ship,3,3,3,5,4888,1
B,Road,5,3,3,25,1977,1
C,Flight,5,5,10,10,5619,1
D,Ship,5,3,5,7,1696,1
F,Ship,5,3,4,3,4885,1
A,Road,3,1,2,2,1284,1
C,Ship,3,1,4,10,5226,1
C,Ship,3,2,3,6,5058,0
F,Ship,4,4,3,53,1472,1
B,Flight,4,4,3,33,3678,1
B,Road,4,2,3,5,4897,1
D,Flight,6,3,5,1,1949,1
D,Road,4,1,3,7,4592,0
F,Ship,3,5,2,9,5095,1
F,Ship,3,5,3,1,2864,1
F,Ship,3,1,10,7,5917,1
F,Ship,5,1,5,9,1856,1
F,Ship,6,3,4,1,1606,0
F,Ship,2,5,3,10,4353,0
F,Ship,3,2,2,39,2139,1
A,Road,4,4,4,35,2513,1
A,Ship,3,4,3,18,3127,1
D,Ship,5,1,4,24,3440,1
B,Road,4,2,2,45,3008,1
F,Ship,6,3,4,32,2532,1
B,Ship,3,3,3,10,4877,0
F,Ship,3,1,3,10,4915,1
C,Road,3,4,3,1,4490,1
D,Flight,6,4,5,7,1220,1
F,Ship,7,1,4,6,1297,1
B,Flight,4,2,5,2,1876,0
F,Ship,3,3,2,42,1763,1
C,Ship,5,3,5,10,1841,1
A,Ship,3,5,3,18,3701,1
D,Ship,3,3,2,52,1040,1
C,Ship,3,4,3,8,4369,1
A,Ship,4,4,2,9,4720,0
F,Ship,3,2,4,57,1220,1
B,Ship,3,3,2,2,5512,0
D,Road,4,3,3,19,2774,1
A,Ship,3,4,8,2,3622,1
A,Ship,4,2,3,10,4721,0
D,Ship,5,4,4,57,1613,1
C,Ship,3,3,3,2,3995,1
A,Road,5,4,6,1,1177,0
C,Flight,5,2,6,6,1043,0
C,Ship,4,3,2,38,2526,1
A,Road,3,5,3,8,4523,0
F,Ship,2,3,3,12,3296,1
B,Flight,6,2,4,9,1405,1
B,Ship,5,2,3,8,5000,1
F,Ship,4,3,3,10,5998,0
F,Flight,4,4,2,52,1459,1
B,Ship,3,5,4,2,1648,0
D,Ship,2,3,3,38,7640,1
C,Ship,5,1,3,8,5845,0
F,Road,3,5,2,5,1707,0
A,Flight,2,4,3,47,3792,1
B,Ship,4,1,2,5,5252,0
D,Road,3,2,6,3,5780,1
C,Ship,3,1,3,2,4284,0
D,Road,7,3,4,5,1198,0
F,Ship,4,1,5,3,1880,1
D,Ship,3,5,3,54,3976,1
C,Road,6,2,8,42,1054,1
D,Flight,4,1,3,2,5851,0
B,Ship,5,4,4,8,4116,0
F,Ship,5,5,5,3,4333,1
D,Ship,3,2,3,15,1710,1
A,Ship,4,1,6,7,4387,0
A,Ship,4,5,3,1,5043,1
C,Ship,2,1,5,51,1362,1
F,Ship,4,1,2,8,4926,0
F,Flight,5,4,3,8,5468,1
C,Ship,3,4,3,6,3788,1
F,Ship,2,1,3,25,1124,1
F,Ship,5,1,3,22,1693,1
A,Ship,3,1,5,6,4698,0
C,Ship,5,4,3,10,4670,1
C,Ship,3,5,2,4,5909,0
C,Road,4,3,2,7,4116,1
D,Flight,6,1,4,2,1189,1
F,Ship,4,4,3,6,4137,1
F,Ship,4,5,2,2,4657,0
D,Ship,5,4,2,1,5008,1
C,Ship,3,3,3,10,5284,1
C,Ship,3,4,8,24,1594,1
C,Road,5,5,3,5,4315,0
D,Ship,5,2,3,10,4354,0
F,Ship,3,1,3,61,3542,1
F,Ship,2,2,5,7,5203,0
C,Ship,4,3,10,8,4896,0
F,Ship,2,2,2,11,3686,1
F,Road,4,5,2,6,4147,1
D,Flight,5,1,3,14,3318,1
D,Road,4,1,2,5,4140,0
F,Ship,4,1,5,4,1005,0
C,Ship,6,1,3,4,1338,1
A,Ship,5,3,4,2,2222,1
F,Road,4,1,2,4,4102,0
F,Ship,5,5,2,43,3822,1
D,Ship,4,4,5,5,1952,1
B,Ship,5,5,2,8,5321,0
A,Flight,3,2,2,9,4659,0
F,Ship,3,1,3,8,4315,0
A,Flight,3,3,3,14,1705,1
B,Ship,5,3,2,6,5962,1
D,Ship,4,3,5,10,1832,1
C,Ship,3,4,3,29,2381,1
A,Road,4,5,3,2,4887,0
F,Ship,5,3,2,4,5231,1
C,Road,6,1,4,7,1260,1
F,Road,3,2,2,10,4024,0
F,Ship,4,5,3,7,5022,1
B,Road,4,4,3,8,5614,0
A,Ship,4,5,4,8,4344,1
B,Ship,3,3,7,2,5467,0
D,Flight,4,1,4,9,5157,0
D,Ship,4,4,4,6,4733,0
D,Road,5,4,3,9,5432,0
A,Ship,5,4,4,10,5461,0
D,Ship,7,2,4,6,1005,1
F,Flight,5,1,3,9,5146,0
F,Road,4,2,3,3,4555,0
C,Ship,5,1,3,10,4750,0
F,Flight,4,1,3,10,4382,0
D,Ship,3,3,3,8,5622,0
F,Ship,4,5,4,6,1495,0
F,Flight,4,1,2,3,1124,1
B,Ship,5,1,3,40,3340,1
F,Ship,6,3,4,3,1291,0
F,Ship,5,3,3,35,3884,1
F,Ship,4,2,2,3,4299,0
C,Ship,5,1,3,32,3003,1
D,Ship,3,5,5,3,5489,0
D,Ship,3,2,2,7,4764,1
A,Ship,4,2,3,12,3646,1
F,Ship,5,1,5,3,1062,0
F,Ship,3,4,3,9,4436,0
F,Flight,5,1,3,1,5537,0
B,Ship,5,1,3,31,1435,1
C,Ship,3,4,3,2,5204,1
B,Flight,4,2,5,6,4053,0
B,Flight,4,1,2,3,4271,0
F,Road,5,3,5,10,1660,0
A,Ship,4,3,3,7,5034,1
D,Ship,4,4,2,9,5672,1
A,Ship,4,2,5,8,2000,0
D,Road,5,2,2,24,3679,1
C,Ship,4,2,3,9,5170,1
F,Ship,4,5,3,1,5394,1
F,Flight,5,4,5,10,1177,0
A,Flight,5,3,4,24,3473,1
F,Ship,3,5,2,4,4466,1
A,Flight,6,4,4,10,1462,1
A,Flight,7,2,4,2,1073,0
F,Road,3,4,3,2,5272,0
B,Flight,3,4,2,39,2651,1
D,Ship,4,3,4,3,1406,1
F,Road,3,3,3,3,5241,0
B,Flight,3,1,8,10,5429,0
F,Road,6,3,5,8,1864,1
D,Road,3,5,3,3,4435,1
C,Ship,4,1,10,37,3402,1
D,Road,4,1,6,7,1884,1
A,Ship,4,5,4,56,2840,1
A,Flight,5,4,2,7,4597,1
D,Ship,3,5,2,2,4089,0
B,Ship,4,3,3,8,5673,1
A,Ship,3,3,3,4,5482,1
F,Ship,5,1,6,44,1635,1
F,Flight,4,2,3,27,3410,1
F,Ship,2,4,4,9,4452,1
B,Ship,5,3,4,9,4277,0
A,Ship,5,2,3,51,3402,1
D,Ship,7,2,4,8,1275,0
D,Ship,4,2,3,5,3716,1
B,Ship,3,1,2,8,4940,0
D,Ship,3,3,4,3,4235,0
A,Ship,7,1,4,1,1796,0
A,Ship,6,3,2,6,1470,1
C,Ship,4,5,2,4,4762,0
F,Road,6,2,4,10,1563,1
C,Road,5,4,5,3,1471,1
C,Ship,5,1,3,37,3830,1
F,Flight,3,1,2,39,1532,1
A,Ship,3,1,3,1,5392,1
D,Flight,5,5,3,34,3455,1
B,Ship,2,4,7,10,5875,0
A,Road,3,1,8,1,4122,1
D,Road,3,4,5,2,4461,0
D,Ship,3,1,4,9,5889,0
C,Flight,4,5,3,64,1708,1
C,Ship,4,4,2,10,4826,1
C,Ship,5,5,6,3,1861,0
F,Ship,3,5,5,61,3688,1
D,Flight,5,2,6,6,1511,1
F,Ship,4,4,5,2,1842,0
F,Ship,3,4,2,10,4031,0
A,Ship,4,1,3,33,2502,1
F,Road,3,2,3,9,4428,1
C,Ship,4,5,5,55,1619,1
B,Ship,4,5,2,5,5133,1
F,Ship,5,4,2,7,5292,0
F,Ship,4,1,3,5,5989,0
F,Ship,4,3,3,57,3952,1
F,Ship,3,4,3,8,5204,0
C,Flight,4,5,10,7,5928,1
A,Ship,6,2,4,2,1070,1
C,Ship,6,2,4,9,1418,0
F,Ship,3,5,4,4,5640,0
C,Flight,3,5,2,1,4881,1
B,Ship,6,5,4,4,1707,1
D,Flight,7,1,4,2,1216,1
D,Ship,4,4,10,24,3271,1
D,Ship,3,5,4,9,4647,0
B,Road,5,1,3,6,5509,1
F,Ship,4,4,2,10,4508,1
F,Ship,3,4,6,3,5471,0
A,Ship,6,3,4,3,5756,0
C,Ship,5,3,3,8,4228,1
A,Ship,4,4,5,5,1184,0
A,Flight,5,3,4,10,2419,1
A,Ship,3,3,3,6,5721,1
A,Ship,5,1,5,16,1526,1
A,Ship,4,4,3,4,4756,0
A,Ship,3,1,2,7,5557,0
A,Flight,4,2,3,9,4725,0
C,Road,4,1,2,41,1515,1
A,Flight,5,2,8,2,5252,1
B,Ship,5,5,2,9,4669,1
F,Flight,6,4,4,7,1726,1
F,Ship,4,1,2,65,1861,1
D,Ship,3,4,3,15,1354,1
B,Ship,4,2,4,52,1401,1
A,Ship,2,5,3,7,5281,0
A,Ship,5,4,4,5,4271,1
C,Ship,3,5,4,8,4162,1
C,Ship,5,5,3,1,4608,0
F,Ship,5,3,3,59,2270,1
F,Ship,4,2,2,1,5337,0
F,Ship,2,5,4,34,3416,1
D,Flight,5,1,3,7,4133,0
C,Ship,2,1,4,9,5075,0
C,Ship,3,3,3,46,1040,1
B,Road,3,2,4,22,1249,1
B,Road,3,2,2,7,1401,1
A,Ship,2,3,8,21,1033,1
B,Ship,5,5,4,2,4873,0
D,Road,7,1,4,1,1660,0
C,Road,6,4,4,5,4262,0
F,Road,2,4,3,27,1628,1
D,Ship,4,3,4,14,1686,1
C,Ship,5,1,5,2,5659,1
F,Ship,3,3,10,10,5772,0
F,Ship,3,3,5,63,3788,1
B,Ship,4,5,10,9,5085,1
B,Ship,4,2,4,3,4006,0
D,Ship,5,2,6,10,3604,1
B,Road,5,1,2,9,5881,1
B,Ship,5,4,6,9,4605,0
C,Ship,3,4,6,27,2249,1
F,Road,5,4,4,10,4659,1
C,Ship,5,1,3,6,4735,0
C,Flight,6,3,4,7,1132,1
A,Ship,6,4,4,7,1141,1
F,Ship,6,1,5,8,5982,0
A,Ship,6,1,4,10,1623,1
C,Ship,4,3,3,10,5372,0
C,Flight,4,3,3,2,4383,0
D,Ship,6,2,4,6,1507,0
F,Flight,3,2,3,5,5484,0
D,Ship,3,1,3,4,5484,1
D,Ship,4,3,4,7,4024,1
F,Road,5,2,2,20,1539,1
C,Ship,5,5,5,10,1683,0
F,Flight,4,2,2,57,2377,1
A,Flight,3,2,3,60,3922,1
B,Road,6,4,3,14,1651,1
F,Ship,3,2,3,6,3620,1
F,Ship,3,1,4,6,5037,1
F,Ship,3,1,3,9,5539,0
B,Ship,3,1,3,5,5696,1
F,Ship,3,3,3,1,4263,1
D,Ship,5,2,5,1,1504,1
C,Flight,2,4,3,15,1886,1
A,Ship,4,2,2,4,4299,1
A,Flight,5,4,5,10,1837,1
B,Ship,5,2,2,1,5005,0
D,Ship,7,2,4,8,1477,1
B,Flight,4,1,2,9,4799,1
D,Ship,6,1,4,1,1654,1
B,Ship,4,1,2,60,2671,1
F,Ship,3,3,4,6,5284,1
D,Ship,4,1,6,7,1415,1
D,Ship,5,3,4,3,5718,1
C,Ship,4,1,2,26,1683,1
C,Ship,5,3,5,1,4014,1
B,Ship,4,4,6,60,3425,1
B,Ship,3,1,4,6,5480,1
D,Ship,4,4,3,6,4335,1
D,Road,3,3,3,7,5199,1
D,Ship,4,5,2,9,4656,0
B,Ship,2,5,6,3,4497,1
D,Ship,3,1,6,3,2497,1
F,Ship,4,4,3,1,5784,1
D,Ship,5,2,2,4,3617,1
F,Ship,3,1,2,2,5210,1
C,Ship,4,2,4,22,2460,1
C,Ship,2,3,4,44,3134,1
F,Ship,3,3,3,12,1125,1
A,Ship,3,3,3,4,5622,0
C,Ship,3,3,2,7,5738,0
C,Road,3,4,2,55,2247,1
A,Ship,6,4,4,2,1969,1
F,Ship,4,1,3,4,4789,0
F,Ship,5,3,4,65,3407,1
F,Ship,3,1,2,7,5653,0
C,Ship,3,4,3,2,5712,1
D,Ship,4,3,2,7,5546,1
C,Ship,2,4,3,3,5897,1
F,Ship,6,3,5,8,4877,0
F,Flight,6,3,4,9,1106,1
F,Ship,4,1,6,1,1826,0
F,Ship,5,5,5,6,4506,0
C,Road,5,5,5,3,1687,0
F,Flight,4,3,2,4,5227,1
F,Ship,5,1,3,1,5953,1
C,Flight,6,1,6,10,5826,0
C,Flight,3,3,3,56,1684,1
C,Ship,4,1,3,6,5273,0
A,Ship,3,3,3,3,5230,1
F,Ship,4,5,3,9,1314,1
C,Ship,3,4,6,2,5584,0
F,Ship,5,1,3,6,4505,1
B,Road,5,2,3,5,5502,1
D,Ship,4,1,3,49,2803,1
F,Flight,4,2,2,5,5864,0
C,Ship,5,2,3,6,4883,0
C,Road,7,2,4,6,1688,0
C,Flight,4,3,4,2,4783,1
B,Road,3,3,3,24,1139,1
A,Ship,5,5,5,10,5297,0
C,Flight,5,1,6,4,5337,0
F,Ship,4,2,5,3,1092,0
F,Ship,5,3,5,2,1937,0
B,Flight,3,4,3,3,5300,0
F,Ship,7,1,4,9,1885,0
C,Ship,4,2,3,3,4653,1
A,Ship,6,2,4,8,1553,0
B,Road,5,1,3,32,3832,1
F,Flight,4,2,2,24,2405,1
B,Ship,2,4,5,9,1368,0
A,Ship,4,4,5,33,1886,1
D,Ship,4,3,2,55,2387,1
A,Road,3,5,2,33,2603,1
B,Flight,2,3,2,52,3199,1
B,Ship,4,4,4,52,1096,1
A,Road,3,1,3,1,4391,0
F,Ship,4,5,2,6,5920,0
A,Ship,6,5,4,5,1558,0
A,Ship,3,3,10,2,4847,0
B,Ship,5,3,3,4,2207,1
A,Ship,4,1,2,5,4688,0
A,Flight,5,4,3,1,5017,1
C,Ship,4,1,2,3,2241,1
D,Flight,5,2,3,11,2936,1
B,Ship,5,4,5,23,3398,1
F,Flight,4,1,3,1,4831,1
B,Ship,3,3,3,10,4093,1
C,Ship,5,5,3,62,3365,1
F,Ship,4,1,5,4,1953,0
D,Ship,2,2,5,6,4622,1
B,Ship,3,3,2,4,4206,0
F,Ship,5,5,3,54,1536,1
C,Ship,3,4,3,52,2129,1
C,Road,6,5,4,1,1039,1
F,Flight,6,2,5,9,4038,1
A,Ship,5,1,5,6,1793,0
C,Ship,4,3,3,6,4894,1
C,Road,4,3,3,7,5947,0
C,Ship,4,3,3,5,5802,1
F,Road,5,5,3,8,5906,1
A,Ship,5,3,5,3,1409,0
C,Road,3,4,10,8,4440,0
D,Ship,3,3,3,59,1959,1
F,Ship,4,4,4,3,5583,1
B,Ship,4,3,3,4,4962,1
F,Ship,5,1,5,6,1667,0
A,Flight,6,2,4,7,1477,0
A,Flight,6,2,4,2,1665,1
D,Ship,2,5,4,1,5673,0
B,Road,5,3,5,9,1764,1
F,Ship,4,3,4,28,2422,1
B,Ship,5,1,3,3,4345,1
F,Flight,5,5,2,3,4005,1
F,Ship,2,1,3,6,4280,0
F,Flight,4,2,8,6,5128,0
